id,domain,surface,tab,entity,operation,sourceFile,sourceLine,currentBehaviour,requiredBehaviour,apiMethodPath,validation,authorization,states,sideEffect,persistence,evidence,status,blockedBy
SURF-SALES-POS-APP-SALES-POS-ORDER-TO-CASH-TILL-APP-SALES-POS-TAB-REPORTS-AI,"Sales & POS (/app/sales-pos) — order-to-cash, till/shifts, returns, subscriptions, AR, reports, settings",/app/sales-pos?tab=reports,ai,,render,src/screens/app/pos/panes.tsx:1054,,SHELL_ONLY,"All states present: prompt, retrieval, credit spend, audit",,,,canned empty MISSING:prompt MISSING:retrieval MISSING:credit spend MISSING:audit,,,,DISCOVERED,
SURF-SALES-POS-APP-SALES-POS-ORDER-TO-CASH-TILL-APP-SALES-POS-TAB-SUBSCRIPTIONS-SUBSCRIPTIONS,"Sales & POS (/app/sales-pos) — order-to-cash, till/shifts, returns, subscriptions, AR, reports, settings",/app/sales-pos?tab=subscriptions,subscriptions,,render,src/screens/app/pos/SalesPos.tsx:209 + parts.tsx:86,,FAKE,"All states present: cadence/next-run/period model, idempotent sweep, sweep result summary, pause/resume/end, scheduler, loading, error",,,,list empty status filter create dialog delete Run due now MISSING:cadence/next-run/period model MISSING:idempotent sweep MISSING:sweep result summary MISSING:pause/resume/end MISSING:scheduler MISSING:loading MISSING:error,,,,DISCOVERED,
SURF-SALES-POS-APP-SALES-POS-ORDER-TO-CASH-TILL-APP-SALES-POS-TAB-MATCH-SETTINGS-MATCH-SETTINGS,"Sales & POS (/app/sales-pos) — order-to-cash, till/shifts, returns, subscriptions, AR, reports, settings",/app/sales-pos?tab=match_settings,match_settings,,render,src/screens/app/pos/panes.tsx:1063 (MatchSettingsPane),,PARTIAL,"All states present: any enforcement, numeric bounds, NaN guard, change-history entry, loading, error, saved confirmation",,,,form dirty-gated save persistence MISSING:any enforcement MISSING:numeric bounds MISSING:NaN guard MISSING:change-history entry MISSING:loading MISSING:error MISSING:saved confirmation,,,,DISCOVERED,
SURF-SALES-POS-APP-SALES-POS-ORDER-TO-CASH-TILL-APP-SALES-POS-TAB-SETTINGS-SETTINGS-SHELL,"Sales & POS (/app/sales-pos) — order-to-cash, till/shifts, returns, subscriptions, AR, reports, settings",/app/sales-pos?tab=settings,settings (shell),,render,src/screens/app/pos/settings.tsx:861 (PosSettingsPane),,PARTIAL,"All states present: URL-addressable sub-tab (pane resets to Tax on every visit), permission gating",,,,sub-rail Copilot banner MISSING:URL-addressable sub-tab (pane resets to Tax on every visit) MISSING:permission gating,,,,DISCOVERED,
SURF-SALES-POS-APP-SALES-POS-ORDER-TO-CASH-TILL-APP-SALES-POS-TAB-SETTINGS-SETTINGS-TAX,"Sales & POS (/app/sales-pos) — order-to-cash, till/shifts, returns, subscriptions, AR, reports, settings",/app/sales-pos?tab=settings,settings/tax,,render,src/screens/app/pos/settings.tsx:45 (TaxPane),,PARTIAL,"All states present: computable components, effective dating, duplicate guard on seeding, edit, confirm-delete, usage by any item",,,,list empty with seed CTA create dialog delete seed GST slabs MISSING:computable components MISSING:effective dating MISSING:duplicate guard on seeding MISSING:edit MISSING:confirm-delete MISSING:usage by any item,,,,DISCOVERED,
SURF-SALES-POS-APP-SALES-POS-ORDER-TO-CASH-TILL-APP-SALES-POS-TAB-SETTINGS-SETTINGS-GROUPS,"Sales & POS (/app/sales-pos) — order-to-cash, till/shifts, returns, subscriptions, AR, reports, settings",/app/sales-pos?tab=settings,settings/groups,,render,src/screens/app/pos/settings.tsx:188 (GroupsPane),,PARTIAL,"All states present: any linkage to customers, case-insensitive uniqueness promised in copy, edit, confirm-delete",,,,list empty with seed CTA create dialog delete MISSING:any linkage to customers MISSING:case-insensitive uniqueness promised in copy MISSING:edit MISSING:confirm-delete,,,,DISCOVERED,
SURF-SALES-POS-APP-SALES-POS-ORDER-TO-CASH-TILL-APP-SALES-POS-TAB-SETTINGS-SETTINGS-LOYALTY,"Sales & POS (/app/sales-pos) — order-to-cash, till/shifts, returns, subscriptions, AR, reports, settings",/app/sales-pos?tab=settings,settings/loyalty,,render,src/screens/app/pos/settings.tsx:289 (LoyaltyPane),,PARTIAL,"All states present: tier ladder (the pane's own title), currency on point value, accrual, redemption, active flag, edit",,,,list empty line create dialog delete MISSING:tier ladder (the pane's own title) MISSING:currency on point value MISSING:accrual MISSING:redemption MISSING:active flag MISSING:edit,,,,DISCOVERED,
SURF-SALES-POS-APP-SALES-POS-ORDER-TO-CASH-TILL-APP-SALES-POS-TAB-SETTINGS-SETTINGS-VARIANCE,"Sales & POS (/app/sales-pos) — order-to-cash, till/shifts, returns, subscriptions, AR, reports, settings",/app/sales-pos?tab=settings,settings/variance,,render,src/screens/app/pos/settings.tsx:446 (VariancePane),,PARTIAL,"All states present: enforcement at shift close, currency, averaging window, use of the two average thresholds, server validation",,,,form cross-field validation message dirty-gated save restore defaults MISSING:enforcement at shift close MISSING:currency MISSING:averaging window MISSING:use of the two average thresholds MISSING:server validation,,,,DISCOVERED,
SURF-SALES-POS-APP-SALES-POS-ORDER-TO-CASH-TILL-APP-SALES-POS-TAB-SETTINGS-SETTINGS-FIELDS,"Sales & POS (/app/sales-pos) — order-to-cash, till/shifts, returns, subscriptions, AR, reports, settings",/app/sales-pos?tab=settings,settings/fields,,render,src/screens/app/pos/settings.tsx:520 (FieldsPane),,SHELL_ONLY,"All states present: target entity, dropdown options, rendering on any record form, value capture, edit",,,,list empty create dialog delete MISSING:target entity MISSING:dropdown options MISSING:rendering on any record form MISSING:value capture MISSING:edit,,,,DISCOVERED,
SURF-SALES-POS-APP-SALES-POS-ORDER-TO-CASH-TILL-APP-SALES-POS-TAB-SETTINGS-SETTINGS-AGENTS,"Sales & POS (/app/sales-pos) — order-to-cash, till/shifts, returns, subscriptions, AR, reports, settings",/app/sales-pos?tab=settings,settings/agents,,render,src/screens/app/pos/settings.tsx:617 (AgentsPane),,FAKE,"All states present: any agent execution, real credit gating, tenant-wide pause, functional per-row delete (icon is aria-hidden)",,,,credit readout pause-all auto-run auto-pause input per-agent switch MISSING:any agent execution MISSING:real credit gating MISSING:tenant-wide pause MISSING:functional per-row delete (icon is aria-hidden),,,,DISCOVERED,
SURF-SALES-POS-APP-SALES-POS-ORDER-TO-CASH-TILL-APP-SALES-POS-TAB-SETTINGS-SETTINGS-SCHEDULES,"Sales & POS (/app/sales-pos) — order-to-cash, till/shifts, returns, subscriptions, AR, reports, settings",/app/sales-pos?tab=settings,settings/schedules,,render,src/screens/app/pos/settings.tsx:734 (SchedulesPane),,SHELL_ONLY,All states present: everything — it does not even read the tenant's schedules,,,,static empty MISSING:everything — it does not even read the tenant's schedules,,,,DISCOVERED,
SURF-SALES-POS-APP-SALES-POS-ORDER-TO-CASH-TILL-APP-SALES-POS-TAB-SETTINGS-SETTINGS-HISTORY,"Sales & POS (/app/sales-pos) — order-to-cash, till/shifts, returns, subscriptions, AR, reports, settings",/app/sales-pos?tab=settings,settings/history,,render,src/screens/app/pos/settings.tsx:747 (HistoryPane),,PARTIAL,"All states present: real actor, undo, reverted state, before/after values, match-settings coverage, confirmation on reset, time zone",,,,list empty show-reverted toggle reset to default MISSING:real actor MISSING:undo MISSING:reverted state MISSING:before/after values MISSING:match-settings coverage MISSING:confirmation on reset MISSING:time zone,,,,DISCOVERED,
SURF-SALES-POS-APP-SALES-POS-ORDER-TO-CASH-TILL-APP-SALES-POS-TAB-SETTINGS-SETTINGS-APPEARANCE,"Sales & POS (/app/sales-pos) — order-to-cash, till/shifts, returns, subscriptions, AR, reports, settings",/app/sales-pos?tab=settings,settings/appearance,,render,src/screens/app/pos/settings.tsx:815 (AppearancePane),,SHELL_ONLY,All states present: every editable control the blurb describes,,,,read-only value list MISSING:every editable control the blurb describes,,,,DISCOVERED,
OP-SUP-APP-INSTALL-GATE,"Support & Ticketing (app code SUP, route /app/support-ticketing)",/app/support-ticketing (all tabs),,Tenant/AppInstallation,read,src/screens/app/support/SupportTicketing.tsx,40,Reads useWorkspace().installed (localStorage array) and renders a 'not installed' panel with a marketplace link if 'SUP' is absent. Client-only; nothing server-side is gated.,"Server resolves the tenant's app installation and subscription; unauthorised or uninstalled returns 403/404 from the API, not just a hidden UI.",GET /api/v1/tenants/{tenantId}/apps/SUP,"tenant context from session cookie, never from a query param",any member of the tenant,,none,browser-only,,DISCOVERED,
OP-SUP-NAV-SELECT,"Support & Ticketing (app code SUP, route /app/support-ticketing)",/app/support-ticketing?tab=<section>,,n/a (navigation),read,src/screens/app/support/SupportTicketing.tsx,56,setParams({tab:id}) → router.push; dashboard clears the query. Unknown ?tab values silently fall back to the dashboard.,"Same routing, but an unknown tab should 404 or redirect explicitly, and each section must be permission-filtered server-side.",n/a,tab ∈ supportNav ids,support_agent | support_admin,,none,unknown,,DISCOVERED,
OP-SUP-NAV-GROUP-TOGGLE,"Support & Ticketing (app code SUP, route /app/support-ticketing)",/app/support-ticketing left rail,,n/a (UI state),read,src/components/NavGroup.tsx,22,setState only — collapse state is per-mount and lost on every navigation.,Optional per-user UI preference; acceptable as localStorage.,n/a,n/a,n/a,,none,browser-only,,DISCOVERED,
OP-SUP-DASH-KPI,"Support & Ticketing (app code SUP, route /app/support-ticketing)",?tab=dashboard,,Ticket,read,src/screens/app/support/panes.tsx,99,Loads the entire tickets array into the browser and computes Total/Open/Resolved+%/SLA Breached/Avg CSAT in JS. 'Closed' is derived from statuses whose behaviour==='closed'. Avg CSAT is always 'N/A' because no code writes csat.,Server-side aggregate over the tenant's tickets with date scoping; do not ship the ticket table to the client.,GET /api/v1/support/reports/dashboard,none needed,support_agent (own tenant),,none,unknown,,DISCOVERED,
OP-SUP-DASH-BREAKDOWN,"Support & Ticketing (app code SUP, route /app/support-ticketing)",?tab=dashboard,,Ticket,read,src/screens/app/support/panes.tsx,123,tally() groups the in-memory array by status/priority/category label and sorts desc; bar width is value/max. Renders 'No data' when empty.,"GROUP BY status_id/priority_id/category_id server-side, returning labels resolved from the taxonomy tables.",GET /api/v1/support/reports/breakdown?by=status|priority|category,by ∈ enum,support_agent,,none,unknown,,DISCOVERED,
OP-SUP-TICKET-LIST,"Support & Ticketing (app code SUP, route /app/support-ticketing)",?tab=tickets,,Ticket,list,src/screens/app/support/panes.tsx,159,"useMemo filter over the full in-memory array. No pagination, no sorting (despite the blurb claiming 'sorted by SLA pressure' — the order is simply newest-created-first because addTicket prepends).","Paginated, sorted, filtered server query with a stable cursor; sort by SLA due/pressure must be real.",GET /api/v1/support/tickets?queue&status&channel&tag&q&cursor&limit&sort,limit<=100; unknown filter keys rejected,support_agent; end_user sees only own,,none,unknown,,SERVED,
OP-SUP-TICKET-QUEUE-FILTER,"Support & Ticketing (app code SUP, route /app/support-ticketing)",?tab=tickets,,Ticket,list,src/screens/app/support/panes.tsx,199,setState. 'My tickets' compares ticket.assignee to session fullName string; 'Unassigned' tests falsy assignee.,queue=mine resolves to assignee_user_id = current user id; queue=unassigned to assignee_user_id IS NULL.,GET /api/v1/support/tickets?queue=all|mine|unassigned,queue ∈ enum,support_agent,,none,browser-only,,SERVED,
OP-SUP-TICKET-STATUS-FILTER,"Support & Ticketing (app code SUP, route /app/support-ticketing)",?tab=tickets,,Ticket,list,src/screens/app/support/panes.tsx,212,"setState; chips are built from supportSettings.statuses labels plus 'All', so the chip strip changes when an admin edits ticket fields.","Filter by status_id (multi-select), with labels resolved from the taxonomy.",GET /api/v1/support/tickets?statusId=,statusId exists in tenant taxonomy,support_agent,,none,browser-only,,SERVED,
OP-SUP-TICKET-SOURCE-FILTER,"Support & Ticketing (app code SUP, route /app/support-ticketing)",?tab=tickets,,Ticket,list,src/screens/app/support/panes.tsx,224,setState; exact string equality against ticket.source. Self-service tickets written as 'Portal' match no option because the channel label is 'Partner Portal'.,Filter by channel_id.,GET /api/v1/support/tickets?channelId=,channelId exists,support_agent,,none,browser-only,,SERVED,
OP-SUP-TICKET-TAG-FILTER,"Support & Ticketing (app code SUP, route /app/support-ticketing)",?tab=tickets,,Ticket,list,src/screens/app/support/panes.tsx,235,setState; case-insensitive substring match against any tag. Placeholder says 'Filter by tag(s)...' but only one needle is used — a comma-separated entry matches nothing.,"Parse multiple tags, AND/OR semantics declared; index tags.",GET /api/v1/support/tickets?tag=a&tag=b,max 10 tags,support_agent,,none,browser-only,,SERVED,
OP-SUP-TICKET-SEARCH,"Support & Ticketing (app code SUP, route /app/support-ticketing)",?tab=tickets,,Ticket,list,src/screens/app/support/panes.tsx,248,setState on every keystroke; lowercase substring over `reference + subject + requester` only. Ticket body is not searched (no body exists).,"Debounced server search across reference, subject, description and thread messages (Postgres FTS / trigram).",GET /api/v1/support/tickets?q=,q length <= 200,support_agent,,none,browser-only,,SERVED,
OP-SUP-VIEW-SAVE,"Support & Ticketing (app code SUP, route /app/support-ticketing)",?tab=tickets → '+ Save current filter',,SavedTicketView,create,src/screens/app/support/panes.tsx,176,"setSaved(string) only — renders 'Saved view: All tickets · Open · Email' under the button. Nothing is named, nothing persists, nothing can be re-applied, and it is gone on refresh.","Prompt for a name, persist the filter set for the user (optionally shared), list saved views as chips and re-apply on click.",POST /api/v1/support/ticket-views,"name required, unique per owner; filter keys validated",support_agent (own); support_admin for shared,,none,unknown,,DISCOVERED,
OP-SUP-TICKET-EXPAND,"Support & Ticketing (app code SUP, route /app/support-ticketing)",?tab=tickets (row),,Ticket,read,src/screens/app/support/panes.tsx,262,setExpanded toggles an inline panel showing three controls plus 'category · opened <date>' formatted with toLocaleString('en-GB') — a hardcoded locale.,"A real ticket detail route (/app/support-ticketing/tickets/{reference}) with thread, properties, SLA panel and activity; dates in tenant locale/timezone.",GET /api/v1/support/tickets/{id},id is a uuid in tenant,support_agent; requester sees own without internal notes,,none,unknown,,SERVED,
OP-SUP-TICKET-CREATE,"Support & Ticketing (app code SUP, route /app/support-ticketing)",?tab=tickets → New ticket dialog,,Ticket,create,src/screens/app/support/panes.tsx,415,"addTicket() writes a Ticket into the localStorage blob via useWorkspace(): client-minted uuid, reference from array length, status hardcoded 'New', slaBreached false, csat null, plus one audit row. Requester falls back to the literal 'Unknown requester'. Dialog closes; no toast, no error path.","Server-validated insert inside a transaction: reference from a per-tenant sequence, status defaulted to the tenant's first 'active' status, SLA instances opened from the resolved policy, auto-response evaluated, routing applied, audit row with the real actor.",POST /api/v1/support/tickets,"subject 1..300 required; priority/category/channel must exist in tenant taxonomy; requester email format when provided; tags <= 20, each <= 40 chars; Idempotency-Key honoured",support_agent | support_admin,,auto-response email to requester (once the sender exists),browser-only,,SERVED,
OP-SUP-TICKET-TRANSITION,"Support & Ticketing (app code SUP, route /app/support-ticketing)",?tab=tickets (expanded row) → Status select,,Ticket,transition,src/screens/app/support/panes.tsx,289,"updateTicket(id,{status}) on change — writes the new label into the localStorage blob and stamps resolvedAt on the FIRST move to Resolved/Closed only. No transition rules, no confirmation, no reason, no reopen bookkeeping, no SLA effect (a 'waiting' status pauses nothing).","Guarded transition writing a TicketStatusEvent, pausing/resuming the SLA clock on 'waiting' behaviour, clearing/stamping resolvedAt and closedAt per behaviour, incrementing reopenCount, and enqueuing the CSAT survey when the target behaviour is closed and csat.sendOnResolve is on.",POST /api/v1/support/tickets/{id}/transition,target status exists and is reachable; optimistic concurrency via version/If-Match,support_agent assigned or support_admin,,queues CSAT survey email; may fire escalation rules,browser-only,,DISCOVERED,
OP-SUP-TICKET-ASSIGN-SELF,"Support & Ticketing (app code SUP, route /app/support-ticketing)",?tab=tickets (expanded row) → 'Assign to me',,Ticket,update,src/screens/app/support/panes.tsx,302,"updateTicket(id,{assignee: session fullName}) — stores a display name. There is no way to assign anyone else, no agent picker, no team.","Set assignee_user_id (self or, for admins, any agent), record an assignment event and notify.",POST /api/v1/support/tickets/{id}/assign,assignee is an active agent in the tenant,support_agent (self); support_admin (any),,assignment notification,unknown,,SERVED,
OP-SUP-TICKET-UNASSIGN,"Support & Ticketing (app code SUP, route /app/support-ticketing)",?tab=tickets (expanded row) → 'Unassign (name)',,Ticket,update,src/screens/app/support/panes.tsx,302,"Same handler, sets assignee null. Any user can unassign anyone because the button is the toggle of the same control.",Separate unassign with authorization (self or admin) and an event row.,POST /api/v1/support/tickets/{id}/unassign,"ticket not in a closed behaviour, or explicitly allowed",assignee or support_admin,,none,unknown,,DISCOVERED,
OP-SUP-TICKET-SLA-FLAG,"Support & Ticketing (app code SUP, route /app/support-ticketing)",?tab=tickets (expanded row) → 'Mark SLA breached' / 'Clear SLA breach',,Ticket / SlaInstance,update,src/screens/app/support/panes.tsx,309,"updateTicket(id,{slaBreached: !slaBreached}) — an agent can declare or un-declare their own SLA breach by hand, and this directly moves the Dashboard KPI and the SLA compliance report.","Breach must be derived from the SLA clock, never hand-set. At most allow an admin to record a justified exemption/waiver as a separate auditable record.",POST /api/v1/support/tickets/{id}/sla-waiver,reason required,support_admin only,,none,unknown,,DISCOVERED,
OP-SUP-TICKET-REPLY,"Support & Ticketing (app code SUP, route /app/support-ticketing)",?tab=tickets (missing),,TicketMessage,create,src/screens/app/support/panes.tsx,262,"DOES NOT EXIST. There is no reply box, no thread, no message list anywhere in the support screens.","Public reply composer with canned-response insertion, attachments, KB article linking; sends outbound on the ticket's channel and stamps firstResponseAt.",POST /api/v1/support/tickets/{id}/messages,"body required; visibility ∈ {public,internal}",support_agent,,outbound email/SMS to the requester,unknown,,SERVED,
OP-SUP-TICKET-NOTE,"Support & Ticketing (app code SUP, route /app/support-ticketing)",?tab=tickets (missing),,TicketMessage (internal),create,src/screens/app/support/panes.tsx,262,DOES NOT EXIST.,Internal note never rendered to requester or portal; separate authorization from public replies.,POST /api/v1/support/tickets/{id}/messages (visibility=internal),body required,support_agent,,optional @mention notification,unknown,,DISCOVERED,
OP-SUP-TICKET-EDIT-PROPERTIES,"Support & Ticketing (app code SUP, route /app/support-ticketing)",?tab=tickets (missing),,Ticket,update,src/screens/app/support/panes.tsx,262,"DOES NOT EXIST — priority, category, source, tags, requester and type cannot be changed after creation. Only status, assignee and the SLA flag are editable.",Patch endpoint for ticket properties with field-level audit and SLA recalculation when priority/tier changes.,PATCH /api/v1/support/tickets/{id},each referenced taxonomy id exists; reject unknown fields,support_agent,,may re-open/re-target SLA instances,unknown,,SERVED,
OP-SUP-TICKET-DELETE,"Support & Ticketing (app code SUP, route /app/support-ticketing)",?tab=tickets (missing),,Ticket,delete,src/lib/workspace.tsx,1618,DOES NOT EXIST. No delete/merge/spam control; tickets are immortal.,Soft delete / merge-into with retention rules; note that reference generation from array length would break on any deletion.,DELETE /api/v1/support/tickets/{id},reason required; blocked while legal hold applies,support_admin,,none,unknown,,DISCOVERED,
OP-SUP-KB-LIST,"Support & Ticketing (app code SUP, route /app/support-ticketing)",?tab=knowledge_base,,KbArticle,list,src/screens/app/support/panes.tsx,451,"Client filter over the whole array by category name, state chip and the applied search string. No pagination, no sort control (insertion order, newest first).","Server list with pagination, category/state/locale filters and a sort.",GET /api/v1/support/kb/articles,state ∈ enum,support_agent; public read restricted to published+public,,none,unknown,,SERVED,
OP-SUP-KB-SEARCH,"Support & Ticketing (app code SUP, route /app/support-ticketing)",?tab=knowledge_base → search box / Search button / Enter,,KbArticle,read,src/screens/app/support/panes.tsx,520,"setApplied(search) then a lowercase substring match on title+body. The placeholder reads 'Describe the problem in any language...' — there is no semantic, multilingual or ranked search of any kind.","Hybrid search: keyword (FTS) plus vector similarity over the KB index, locale-aware, ranked, with snippet highlighting.",GET /api/v1/support/kb/search?q=&locale=,q 1..500,support_agent; public variant for widget/portal restricted to published+public,,embedding call to the configured model provider,unknown,,DISCOVERED,
OP-SUP-KB-CATEGORY-FILTER,"Support & Ticketing (app code SUP, route /app/support-ticketing)",?tab=knowledge_base → Category select,,KbArticle,list,src/screens/app/support/panes.tsx,529,setState; exact match on the category name string. Articles imported as 'Uncategorised' are unreachable.,Filter by category_id.,GET /api/v1/support/kb/articles?categoryId=,categoryId exists,support_agent,,none,browser-only,,SERVED,
OP-SUP-KB-STATE-FILTER,"Support & Ticketing (app code SUP, route /app/support-ticketing)",?tab=knowledge_base → All/draft/published/archived chips,,KbArticle,list,src/screens/app/support/panes.tsx,539,setState; exact match on state.,"Same, server-side.",GET /api/v1/support/kb/articles?state=,"state ∈ {draft,published,archived}",support_agent,,none,browser-only,,SERVED,
OP-SUP-KB-CREATE,"Support & Ticketing (app code SUP, route /app/support-ticketing)",?tab=knowledge_base → New Article dialog,,KbArticle,create,src/screens/app/support/panes.tsx,633,"addKbArticle() writes to the localStorage blob with a client uuid and updatedAt=now, plus an audit row whose resourceId is the article TITLE. State is chosen once here and can never change afterwards.","Server insert with author, slug, locale, visibility and version 1; publishing is a separate audited transition.",POST /api/v1/support/kb/articles,title 1..200 required; category must exist; body size cap; slug unique per tenant+locale,support_agent (draft); support_admin (publish),,queues re-index when published,browser-only,,SERVED,
OP-SUP-KB-UPDATE,"Support & Ticketing (app code SUP, route /app/support-ticketing)",?tab=knowledge_base (missing),,KbArticle,update,src/screens/app/support/panes.tsx,556,"DOES NOT EXIST — the row has only a Delete button. An article's title, body, category and state are frozen at creation, so a draft can never be published through the UI.",Edit with versioning; publish/unpublish/archive transitions that re-index and invalidate caches.,PATCH /api/v1/support/kb/articles/{id},If-Match version; body sanitised,support_agent; publish requires support_admin,,re-index,unknown,,SERVED,
OP-SUP-KB-DELETE,"Support & Ticketing (app code SUP, route /app/support-ticketing)",?tab=knowledge_base → Delete,,KbArticle,delete,src/screens/app/support/panes.tsx,565,"removeKbArticle(id) — immediate hard removal from the array with NO confirmation dialog, plus an audit row. Any stale id left in indexedArticles is simply ignored later.","Confirmation, soft delete, index cleanup in the same transaction.",DELETE /api/v1/support/kb/articles/{id},confirm token; blocked if referenced by an open ticket reply draft,support_admin,,removes index entries,unknown,,SERVED,
OP-SUP-KB-IMPORT-CSV,"Support & Ticketing (app code SUP, route /app/support-ticketing)",?tab=knowledge_base → Import CSV,,KbArticle,import,src/screens/app/support/panes.tsx,461,"FileReader.readAsText, drops the first line unconditionally, splits each remaining line on ',' into [title,cat,body] and calls addKbArticle per row as a draft; strips a leading/trailing quote from the title only. Ignores the repo's own quoted CSV parser in src/lib/csv.ts, so any body or title containing a comma, quote or newline is silently mangled. Reports 'Imported N articles as drafts.' with no error path and no dry run.","Server-side import using the existing quoted parser: validate the header, map columns explicitly, validate each row, report per-row errors, run in one transaction with a preview/dry-run and a size limit.",POST /api/v1/support/kb/articles/import,"content-type, max file size, header must match, category resolved or rejected (never invented as 'Uncategorised'), row cap",support_admin,,bulk insert; re-index if imported as published,unknown,,DISCOVERED,
OP-SUP-KBCAT-CREATE,"Support & Ticketing (app code SUP, route /app/support-ticketing)",?tab=knowledge_base → New Category dialog,,KbCategory,create,src/screens/app/support/panes.tsx,667,"addKbCategory(name) appends the raw string to kbCategories unless an exact (case-sensitive) duplicate exists. No audit row is written for this one, unlike every other support mutation.",Insert a category row with slug and position; case-insensitive uniqueness; audited.,POST /api/v1/support/kb/categories,"name 1..80, unique per tenant case-insensitively",support_admin,,none,unknown,,SERVED,
OP-SUP-KBCAT-UPDATE-DELETE,"Support & Ticketing (app code SUP, route /app/support-ticketing)",?tab=knowledge_base (missing),,KbCategory,delete,src/lib/workspace.tsx,1665,DOES NOT EXIST — a KB category can be created but never renamed or removed.,Rename (with article re-pointing via FK) and delete with a reassign-or-block rule.,PATCH/DELETE /api/v1/support/kb/categories/{id},delete blocked while articles reference it unless a target category is supplied,support_admin,,none,unknown,,DISCOVERED,
OP-SUP-REQ-LIST,"Support & Ticketing (app code SUP, route /app/support-ticketing)",?tab=my_requests,,Ticket,list,src/screens/app/support/panes.tsx,707,Client filter tickets.requester === session.user.email. Any agent-created ticket for the same person recorded by name (or as 'Unknown requester') never appears here.,"Server query scoped to the caller's contact identity, returning only requester-visible fields and public messages.",GET /api/v1/support/my/tickets,never accept a requester id from the client,authenticated end_user / portal_user,,none,unknown,,DISCOVERED,
OP-SUP-REQ-CREATE,"Support & Ticketing (app code SUP, route /app/support-ticketing)",?tab=my_requests → New request dialog,,Ticket,create,src/screens/app/support/panes.tsx,738,"addTicket() with the free-text answer as `subject`, requester=session email, status 'New', priority 'Medium', category hardcoded 'Other' (not in the tenant's category list), source hardcoded 'Portal' (not a configured channel label), no tags, unassigned.","Self-service intake using configured defaults: description in its own column, default category/priority/channel resolved from settings, routing and auto-response applied, acknowledgement shown with the ticket reference.",POST /api/v1/support/my/tickets,description required 1..5000; rate limit per user; category/priority forced server-side,authenticated end_user,,auto-response acknowledgement email,unknown,,DISCOVERED,
OP-SUP-CANNED-LIST,"Support & Ticketing (app code SUP, route /app/support-ticketing)",?tab=canned_responses,,CannedResponse,list,src/screens/app/support/panes.tsx,781,"Renders the whole array; no search, no filter, no pagination; body is shown in full on every row.",Paginated list with search and category filter.,GET /api/v1/support/canned-responses,limit<=100,support_agent,,none,unknown,,SERVED,
OP-SUP-CANNED-CREATE,"Support & Ticketing (app code SUP, route /app/support-ticketing)",?tab=canned_responses → New Response dialog,,CannedResponse,create,src/screens/app/support/panes.tsx,831,"addCannedResponse({title,body}) into localStorage; audit resourceId is the title. Body may be empty (only title is required).","Persist with owner, shortcut, category, visibility and merge-field validation.",POST /api/v1/support/canned-responses,title 1..120 unique per tenant; body required; merge fields must resolve,support_agent,,none,browser-only,,SERVED,
OP-SUP-CANNED-DELETE,"Support & Ticketing (app code SUP, route /app/support-ticketing)",?tab=canned_responses → Delete,,CannedResponse,delete,src/screens/app/support/panes.tsx,791,"removeCannedResponse(id) — immediate, unconfirmed hard delete plus an audit row.",Confirmation + soft delete.,DELETE /api/v1/support/canned-responses/{id},confirm token,owner or support_admin,,none,unknown,,SERVED,
OP-SUP-CANNED-UPDATE,"Support & Ticketing (app code SUP, route /app/support-ticketing)",?tab=canned_responses (missing),,CannedResponse,update,src/screens/app/support/panes.tsx,783,DOES NOT EXIST — no edit control.,Edit title/body/shortcut with audit.,PATCH /api/v1/support/canned-responses/{id},as create,owner or support_admin,,none,unknown,,DISCOVERED,
OP-SUP-CANNED-INSERT,"Support & Ticketing (app code SUP, route /app/support-ticketing)",(missing),,TicketMessage,execute,src/screens/app/support/panes.tsx,762,DOES NOT EXIST. Canned responses cannot be applied to anything because there is no reply composer — the entity is a dead end.,"Insert into a reply with merge fields resolved from the ticket/requester, incrementing usage count.",n/a (client compose + POST message),merge fields resolvable,support_agent,,none,unknown,,DISCOVERED,
OP-SUP-REPORT-TAB,"Support & Ticketing (app code SUP, route /app/support-ticketing)",?tab=reports,,n/a,read,src/screens/app/support/panes.tsx,888,"setState across seven tabs: sla, response, reopen, csat, nps, leaderboard, heatmap. Six of them render a sentence instead of a report.",Each tab a real server-computed report.,GET /api/v1/support/reports/{key},key ∈ enum,support_admin | manager,,none,browser-only,,DISCOVERED,
OP-SUP-REPORT-RANGE,"Support & Ticketing (app code SUP, route /app/support-ticketing)",?tab=reports → range select,,Ticket,read,src/screens/app/support/panes.tsx,904,setState; days mapped 7/30/90/365 and cutoff = Date.now() - days*86_400_000. 'Last 12 months' is literally 365 days and the arithmetic ignores DST and the tenant timezone. Filter is on createdAt only.,"Calendar-correct ranges in the tenant timezone, with an explicit dimension (created vs resolved).",GET /api/v1/support/reports/{key}?from=&to=&tz=,from<=to; max span,support_admin,,none,browser-only,,DISCOVERED,
